2000,2.45582,7E-5
2001.6,2.45579,7E-5
2003.21,2.45576,7E-5
2004.81,2.45573,7E-5
2006.42,2.4557,7E-5
2008.03,2.45567,7E-5
2009.65,2.45564,7E-5
2011.26,2.45561,7E-5
2012.88,2.45558,7E-5
2014.5,2.45555,7E-5
2016.13,2.45552,7E-5
2017.76,2.45549,7E-5
2019.39,2.45546,7E-5
2021.02,2.45543,7E-5
2022.65,2.4554,7E-5
2024.29,2.45537,8E-5
2025.93,2.45534,8E-5
2027.58,2.45531,8E-5
2029.22,2.45528,8E-5
2030.87,2.45525,8E-5
2032.52,2.45522,8E-5
2034.17,2.45519,8E-5
2035.83,2.45516,8E-5
2037.49,2.45513,8E-5
2039.15,2.4551,8E-5
2040.82,2.45507,8E-5
2042.48,2.45504,8E-5
2044.15,2.45501,8E-5
2045.83,2.45498,8E-5
2047.5,2.45495,8E-5
2049.18,2.45491,8E-5
2050.86,2.45488,8E-5
2052.55,2.45485,8E-5
2054.23,2.45482,8E-5
2055.92,2.45479,8E-5
2057.61,2.45476,8E-5
2059.31,2.45473,8E-5
2061.01,2.45469,8E-5
2062.71,2.45466,8E-5
2064.41,2.45463,8E-5
2066.12,2.4546,8E-5
2067.82,2.45457,8E-5
2069.54,2.45453,8E-5
2071.25,2.4545,8E-5
2072.97,2.45447,8E-5
2074.69,2.45444,8E-5
2076.41,2.4544,8E-5
2078.14,2.45437,8E-5
2079.87,2.45434,8E-5
2081.6,2.45431,8E-5
2083.33,2.45427,8E-5
2085.07,2.45424,8E-5
2086.81,2.45421,8E-5
2088.55,2.45417,8E-5
2090.3,2.45414,8E-5
2092.05,2.45411,8E-5
2093.8,2.45407,8E-5
2095.56,2.45404,8E-5
2097.32,2.45401,8E-5
2099.08,2.45397,9E-5
2100.84,2.45394,9E-5
2102.61,2.45391,9E-5
2104.38,2.45387,9E-5
2106.15,2.45384,9E-5
2107.93,2.4538,9E-5
2109.7,2.45377,9E-5
2111.49,2.45374,9E-5
2113.27,2.4537,9E-5
2115.06,2.45367,9E-5
2116.85,2.45363,9E-5
2118.64,2.4536,9E-5
2120.44,2.45356,9E-5
2122.24,2.45353,9E-5
2124.04,2.45349,9E-5
2125.85,2.45346,9E-5
2127.66,2.45342,9E-5
2129.47,2.45339,9E-5
2131.29,2.45335,9E-5
2133.11,2.45332,9E-5
2134.93,2.45328,9E-5
2136.75,2.45325,9E-5
2138.58,2.45321,9E-5
2140.41,2.45317,9E-5
2142.25,2.45314,9E-5
2144.08,2.4531,9E-5
2145.92,2.45307,9E-5
2147.77,2.45303,9E-5
2149.61,2.45299,9E-5
2151.46,2.45296,9E-5
2153.32,2.45292,9E-5
2155.17,2.45288,9E-5
2157.03,2.45285,9E-5
2158.89,2.45281,9E-5
2160.76,2.45277,9E-5
2162.63,2.45274,9E-5
2164.5,2.4527,9E-5
2166.38,2.45266,9E-5
2168.26,2.45263,1E-4
2170.14,2.45259,1E-4
2172.02,2.45255,1E-4
2173.91,2.45251,1E-4
2175.81,2.45248,1E-4
2177.7,2.45244,1E-4
2179.6,2.4524,1E-4
2181.5,2.45236,1E-4
2183.41,2.45232,1E-4
2185.31,2.45229,1E-4
2187.23,2.45225,1E-4
2189.14,2.45221,1E-4
2191.06,2.45217,1E-4
2192.98,2.45213,1E-4
2194.91,2.45209,1E-4
2196.84,2.45205,1E-4
2198.77,2.45201,1E-4
2200.7,2.45198,1E-4
2202.64,2.45194,1E-4
2204.59,2.4519,1E-4
2206.53,2.45186,1E-4
2208.48,2.45182,1E-4
2210.43,2.45178,1E-4
2212.39,2.45174,1E-4
2214.35,2.4517,1E-4
2216.31,2.45166,1E-4
2218.28,2.45162,1E-4
2220.25,2.45158,1E-4
2222.22,2.45154,1E-4
2224.2,2.4515,1E-4
2226.18,2.45146,1E-4
2228.16,2.45142,1E-4
2230.15,2.45138,1.1E-4
2232.14,2.45133,1.1E-4
2234.14,2.45129,1.1E-4
2236.14,2.45125,1.1E-4
2238.14,2.45121,1.1E-4
2240.14,2.45117,1.1E-4
2242.15,2.45113,1.1E-4
2244.17,2.45109,1.1E-4
2246.18,2.45104,1.1E-4
2248.2,2.451,1.1E-4
2250.23,2.45096,1.1E-4
2252.25,2.45092,1.1E-4
2254.28,2.45088,1.1E-4
2256.32,2.45083,1.1E-4
2258.36,2.45079,1.1E-4
2260.4,2.45075,1.1E-4
2262.44,2.45071,1.1E-4
2264.49,2.45066,1.1E-4
2266.55,2.45062,1.1E-4
2268.6,2.45058,1.1E-4
2270.66,2.45053,1.1E-4
2272.73,2.45049,1.1E-4
2274.8,2.45045,1.1E-4
2276.87,2.4504,1.1E-4
2278.94,2.45036,1.1E-4
2281.02,2.45032,1.1E-4
2283.11,2.45027,1.1E-4
2285.19,2.45023,1.1E-4
2287.28,2.45018,1.2E-4
2289.38,2.45014,1.2E-4
2291.48,2.45009,1.2E-4
2293.58,2.45005,1.2E-4
2295.68,2.45,1.2E-4
2297.79,2.44996,1.2E-4
2299.91,2.44991,1.2E-4
2302.03,2.44987,1.2E-4
2304.15,2.44982,1.2E-4
2306.27,2.44978,1.2E-4
2308.4,2.44973,1.2E-4
2310.54,2.44969,1.2E-4
2312.67,2.44964,1.2E-4
2314.81,2.44959,1.2E-4
2316.96,2.44955,1.2E-4
2319.11,2.4495,1.2E-4
2321.26,2.44946,1.2E-4
2323.42,2.44941,1.2E-4
2325.58,2.44936,1.2E-4
2327.75,2.44932,1.2E-4
2329.92,2.44927,1.2E-4
2332.09,2.44922,1.2E-4
2334.27,2.44917,1.2E-4
2336.45,2.44913,1.2E-4
2338.63,2.44908,1.2E-4
2340.82,2.44903,1.3E-4
2343.02,2.44898,1.3E-4
2345.22,2.44894,1.3E-4
2347.42,2.44889,1.3E-4
2349.62,2.44884,1.3E-4
2351.83,2.44879,1.3E-4
2354.05,2.44874,1.3E-4
2356.27,2.44869,1.3E-4
2358.49,2.44864,1.3E-4
2360.72,2.4486,1.3E-4
2362.95,2.44855,1.3E-4
2365.18,2.4485,1.3E-4
2367.42,2.44845,1.3E-4
2369.67,2.4484,1.3E-4
2371.92,2.44835,1.3E-4
2374.17,2.4483,1.3E-4
2376.43,2.44825,1.3E-4
2378.69,2.4482,1.3E-4
2380.95,2.44815,1.3E-4
2383.22,2.4481,1.3E-4
2385.5,2.44805,1.3E-4
2387.77,2.44799,1.3E-4
2390.06,2.44794,1.4E-4
2392.34,2.44789,1.4E-4
2394.64,2.44784,1.4E-4
2396.93,2.44779,1.4E-4
2399.23,2.44774,1.4E-4
2401.54,2.44769,1.4E-4
2403.85,2.44763,1.4E-4
2406.16,2.44758,1.4E-4
2408.48,2.44753,1.4E-4
2410.8,2.44748,1.4E-4
2413.13,2.44742,1.4E-4
2415.46,2.44737,1.4E-4
2417.79,2.44732,1.4E-4
2420.14,2.44727,1.4E-4
2422.48,2.44721,1.4E-4
2424.83,2.44716,1.4E-4
2427.18,2.44711,1.4E-4
2429.54,2.44705,1.4E-4
2431.91,2.447,1.4E-4
2434.27,2.44694,1.4E-4
2436.65,2.44689,1.5E-4
2439.02,2.44683,1.5E-4
2441.41,2.44678,1.5E-4
2443.79,2.44672,1.5E-4
2446.18,2.44667,1.5E-4
2448.58,2.44661,1.5E-4
2450.98,2.44656,1.5E-4
2453.39,2.4465,1.5E-4
2455.8,2.44645,1.5E-4
2458.21,2.44639,1.5E-4
2460.63,2.44634,1.5E-4
2463.05,2.44628,1.5E-4
2465.48,2.44622,1.5E-4
2467.92,2.44617,1.5E-4
2470.36,2.44611,1.5E-4
2472.8,2.44605,1.5E-4
2475.25,2.44599,1.5E-4
2477.7,2.44594,1.5E-4
2480.16,2.44588,1.5E-4
2482.62,2.44582,1.6E-4
2485.09,2.44576,1.6E-4
2487.56,2.44571,1.6E-4
2490.04,2.44565,1.6E-4
2492.52,2.44559,1.6E-4
2495.01,2.44553,1.6E-4
2497.5,2.44547,1.6E-4
2500,2.44541,1.6E-4
2502.5,2.44535,1.6E-4
2505.01,2.44529,1.6E-4
2507.52,2.44523,1.6E-4
2510.04,2.44517,1.6E-4
2512.56,2.44511,1.6E-4
2515.09,2.44505,1.6E-4
2517.62,2.44499,1.6E-4
2520.16,2.44493,1.6E-4
2522.7,2.44487,1.6E-4
2525.25,2.44481,1.7E-4
2527.81,2.44475,1.7E-4
2530.36,2.44469,1.7E-4
2532.93,2.44463,1.7E-4
2535.5,2.44456,1.7E-4
2538.07,2.4445,1.7E-4
2540.65,2.44444,1.7E-4
2543.23,2.44438,1.7E-4
2545.82,2.44431,1.7E-4
2548.42,2.44425,1.7E-4
2551.02,2.44419,1.7E-4
2553.63,2.44413,1.7E-4
2556.24,2.44406,1.7E-4
2558.85,2.444,1.7E-4
2561.48,2.44393,1.7E-4
2564.1,2.44387,1.8E-4
2566.74,2.44381,1.8E-4
2569.37,2.44374,1.8E-4
2572.02,2.44368,1.8E-4
2574.67,2.44361,1.8E-4
2577.32,2.44355,1.8E-4
2579.98,2.44348,1.8E-4
2582.64,2.44341,1.8E-4
2585.32,2.44335,1.8E-4
2587.99,2.44328,1.8E-4
2590.67,2.44322,1.8E-4
2593.36,2.44315,1.8E-4
2596.05,2.44308,1.8E-4
2598.75,2.44301,1.8E-4
2601.46,2.44295,1.9E-4
2604.17,2.44288,1.9E-4
2606.88,2.44281,1.9E-4
2609.6,2.44274,1.9E-4
2612.33,2.44268,1.9E-4
2615.06,2.44261,1.9E-4
2617.8,2.44254,1.9E-4
2620.55,2.44247,1.9E-4
2623.29,2.4424,1.9E-4
2626.05,2.44233,1.9E-4
2628.81,2.44226,1.9E-4
2631.58,2.44219,1.9E-4
2634.35,2.44212,1.9E-4
2637.13,2.44205,1.9E-4
2639.92,2.44198,2E-4
2642.71,2.44191,2E-4
2645.5,2.44184,2E-4
2648.31,2.44177,2E-4
2651.11,2.44169,2E-4
2653.93,2.44162,2E-4
2656.75,2.44155,2E-4
2659.57,2.44148,2E-4
2662.41,2.44141,2E-4
2665.25,2.44133,2E-4
2668.09,2.44126,2E-4
2670.94,2.44119,2E-4
2673.8,2.44111,2.1E-4
2676.66,2.44104,2.1E-4
2679.53,2.44096,2.1E-4
2682.4,2.44089,2.1E-4
2685.28,2.44081,2.1E-4
2688.17,2.44074,2.1E-4
2691.07,2.44066,2.1E-4
2693.97,2.44059,2.1E-4
2696.87,2.44051,2.1E-4
2699.78,2.44044,2.1E-4
2702.7,2.44036,2.1E-4
2705.63,2.44028,2.1E-4
2708.56,2.44021,2.2E-4
2711.5,2.44013,2.2E-4
2714.44,2.44005,2.2E-4
2717.39,2.43997,2.2E-4
2720.35,2.4399,2.2E-4
2723.31,2.43982,2.2E-4
2726.28,2.43974,2.2E-4
2729.26,2.43966,2.2E-4
2732.24,2.43958,2.2E-4
2735.23,2.4395,2.2E-4
2738.23,2.43942,2.2E-4
2741.23,2.43934,2.3E-4
2744.24,2.43926,2.3E-4
2747.25,2.43918,2.3E-4
2750.28,2.4391,2.3E-4
2753.3,2.43902,2.3E-4
2756.34,2.43894,2.3E-4
2759.38,2.43885,2.3E-4
2762.43,2.43877,2.3E-4
2765.49,2.43869,2.3E-4
2768.55,2.43861,2.3E-4
2771.62,2.43852,2.4E-4
2774.69,2.43844,2.4E-4
2777.78,2.43836,2.4E-4
2780.87,2.43827,2.4E-4
2783.96,2.43819,2.4E-4
2787.07,2.4381,2.4E-4
2790.18,2.43802,2.4E-4
2793.3,2.43793,2.4E-4
2796.42,2.43785,2.4E-4
2799.55,2.43776,2.4E-4
2802.69,2.43768,2.5E-4
2805.84,2.43759,2.5E-4
2808.99,2.4375,2.5E-4
2812.15,2.43742,2.5E-4
2815.32,2.43733,2.5E-4
2818.49,2.43724,2.5E-4
2821.67,2.43715,2.5E-4
2824.86,2.43706,2.5E-4
2828.05,2.43697,2.5E-4
2831.26,2.43688,2.6E-4
2834.47,2.4368,2.6E-4
2837.68,2.43671,2.6E-4
2840.91,2.43662,2.6E-4
2844.14,2.43652,2.6E-4
2847.38,2.43643,2.6E-4
2850.63,2.43634,2.6E-4
2853.88,2.43625,2.6E-4
2857.14,2.43616,2.6E-4
2860.41,2.43607,2.7E-4
2863.69,2.43597,2.7E-4
2866.97,2.43588,2.7E-4
2870.26,2.43579,2.7E-4
2873.56,2.43569,2.7E-4
2876.87,2.4356,2.7E-4
2880.18,2.4355,2.7E-4
2883.51,2.43541,2.7E-4
2886.84,2.43531,2.8E-4
2890.17,2.43522,2.8E-4
2893.52,2.43512,2.8E-4
2896.87,2.43503,2.8E-4
2900.23,2.43493,2.8E-4
2903.6,2.43483,2.8E-4
2906.98,2.43473,2.8E-4
2910.36,2.43464,2.8E-4
2913.75,2.43454,2.9E-4
2917.15,2.43444,2.9E-4
2920.56,2.43434,2.9E-4
2923.98,2.43424,2.9E-4
2927.4,2.43414,2.9E-4
2930.83,2.43404,2.9E-4
2934.27,2.43394,2.9E-4
