400.04	0.16830697	1.96509477
401.63	0.16724475	1.98108618
403.21	0.166172272	1.99696678
404.8	0.165091002	2.0127431
406.39	0.164002372	2.02842184
407.97	0.162907885	2.04400827
409.56	0.161808983	2.05950792
411.15	0.160707106	2.07492567
412.74	0.1596037	2.09026553
414.32	0.15850011	2.10553212
415.91	0.157397637	2.1207297
417.5	0.156297675	2.13586037
419.08	0.155201364	2.15092878
420.67	0.154109928	2.1659374
422.26	0.153024536	2.18088853
423.85	0.151946234	2.19578513
425.43	0.150876077	2.21062906
427.02	0.149814997	2.2254229
428.61	0.1487639	2.24016861
430.19	0.147723635	2.25486798
431.78	0.146695025	2.26952223
433.37	0.145678772	2.28413332
434.95	0.144675556	2.29870265
436.54	0.14368603	2.31323107
438.13	0.142710736	2.32772022
439.72	0.141750221	2.34217073
441.3	0.140804924	2.35658406
442.89	0.139875294	2.3709607
444.48	0.138961675	2.38530195
446.06	0.138064395	2.39960861
447.65	0.137183767	2.41388096
449.24	0.136320005	2.42812013
450.82	0.135473341	2.44232632
452.41	0.134643939	2.45650011
454	0.133831903	2.47064249
455.58	0.13303733	2.48475397
457.17	0.132260309	2.49883461
458.76	0.131500872	2.51288484
460.34	0.130759002	2.52690554
461.93	0.130034698	2.54089668
463.52	0.129327894	2.55485906
465.1	0.128638539	2.56879262
466.69	0.127966542	2.58269772
468.28	0.12731177	2.59657511
469.86	0.126674111	2.61042468
471.45	0.126053417	2.62424676
473.04	0.125449505	2.63804207
474.62	0.124862214	2.65181046
476.21	0.124291352	2.66555224
477.79	0.123736697	2.6792681
479.38	0.123198051	2.69295789
480.97	0.122675188	2.70662189
482.55	0.122167874	2.72026036
484.14	0.121675867	2.73387356
485.73	0.121198903	2.74746219
487.31	0.120736743	2.76102606
488.9	0.120289127	2.77456545
490.48	0.119855791	2.78808061
492.07	0.119436454	2.80157222
493.65	0.119030872	2.81503969
495.24	0.118638748	2.82848411
496.83	0.118259819	2.84190533
498.41	0.117893812	2.85530359
500	0.117540449	2.86867916
501.58	0.117199458	2.88203228
503.17	0.116870561	2.89536322
504.75	0.116553487	2.90867223
506.34	0.116247962	2.92195957
507.93	0.115953708	2.9352259
509.51	0.115670474	2.94847066
511.1	0.115397985	2.96169452
512.68	0.115135977	2.97489774
514.27	0.114884191	2.98808057
515.85	0.114642363	3.00124368
517.44	0.114410253	3.01438652
519.02	0.114187604	3.02750975
520.61	0.11397417	3.04061363
522.19	0.113769708	3.05369841
523.78	0.113573987	3.06676395
525.36	0.113386759	3.07981132
526.95	0.113207807	3.09283997
528.53	0.113036894	3.10585095
530.12	0.11287381	3.11884372
531.7	0.112718332	3.13181895
533.29	0.112570248	3.14477687
534.87	0.112429355	3.15771735
536.46	0.112295441	3.17064144
538.04	0.112168316	3.18354859
539.62	0.112047782	3.19643945
541.21	0.11193365	3.20931428
542.79	0.111825737	3.22217291
544.38	0.11172386	3.23501601
545.96	0.111627843	3.2478438
547.54	0.111537516	3.26065654
549.13	0.111452712	3.27345407
550.71	0.111373268	3.28623703
552.3	0.111299027	3.29900527
553.88	0.11122983	3.3117598
555.46	0.111165534	3.32449969
557.05	0.111105988	3.33722635
558.63	0.111051054	3.34993921
560.21	0.111000593	3.36263892
561.8	0.110954471	3.37532529
563.38	0.11091256	3.38799896
564.97	0.110874733	3.40065975
566.55	0.110840868	3.41330827
568.13	0.110810847	3.42594436
569.71	0.110784556	3.43856862
571.3	0.110761882	3.45118088
572.88	0.110742719	3.46378174
574.46	0.110726962	3.47637141
576.05	0.110714511	3.48894971
577.63	0.110705267	3.50151685
579.21	0.110699137	3.51407303
580.79	0.110696028	3.52661924
582.38	0.110695852	3.5391545
583.96	0.110698524	3.55167979
585.54	0.110703962	3.56419492
587.12	0.110712086	3.57670046
588.71	0.110722818	3.58919623
590.29	0.110736084	3.60168241
591.87	0.110751813	3.61415958
593.45	0.110769936	3.62662752
595.03	0.110790385	3.63908643
596.62	0.110813097	3.65153687
598.2	0.110838009	3.66397862
599.78	0.110865062	3.67641188
601.36	0.110894197	3.6888368
602.94	0.110925361	3.70125394
604.52	0.110958498	3.71366271
